Locus	Uniprot ID	Gene Symbol	Protein Length	Spectrum Count_HBE_1	Spectrum Count_HBE_2	Spectrum Count_HBE_3	Spectrum Count_CFBE_1	Spectrum Count_CFBE_2	Spectrum Count_CFBE_3	HBE_Spectrum Count_Sum	CFBE_Spectrum Count_sum	NSAF_HBE_1	NSAF_HBE_2	NSAF_HBE_3	NSAF_CFBE_1	NSAF_CFBE_2	NSAF_CFBE_3	HBE_NSAF_avg	CFBE_NSAF_avg	CFBE_NSAF_avg/HBE_NSAF_avg	log2(CFBE_NSAF_avg/HBE_NSAF_avg)	p_value
sp|P32321|DCTD_HUMAN	P32321	DCTD	178	9	7	4	10	10	9	20	29	0,000143958	0,000104093	6,2762E-05	0,000158108	0,000168169	0,00012146	0,000104	0,000149	1,44	0,53	0,190728434
sp|Q14203|DCTN1_HUMAN	Q14203	DCTN1	1278	62	51	60	60	58	61	173	179	0,000138126	0,000105629	0,000131122	0,000132128	0,000135851	0,000114659	0,000125	0,000128	1,02	0,03	0,815021755
sp|Q13561|DCTN2_HUMAN	Q13561	DCTN2	401	29	25	30	34	36	33	84	103	0,000205905	0,000165022	0,000208946	0,000238621	0,000268734	0,000197688	0,000193	0,000235	1,22	0,28	0,175533089
sp|O75935|DCTN3_HUMAN	O75935	DCTN3	186	5	10	11	9	10	4	26	23	7,65368E-05	0,000142309	0,000165172	0,000136177	0,000160936	5,16603E-05	0,000128	0,000116	0,91	-0,14	0,735047178
sp|Q9UJW0|DCTN4_HUMAN	Q9UJW0	DCTN4	460	12	15	13	11	29	13	40	53	7,4274E-05	8,63135E-05	7,893E-05	6,7299E-05	0,000188715	6,78884E-05	0,000080	0,000108	1,35	0,44	0,633779927
sp|Q9H773|DCTP1_HUMAN	Q9H773	DCTPP1	170	5	20	20	16	13	17	45	46	8,37403E-05	0,000311405	0,000328577	0,000264877	0,000228907	0,00024022	0,000241	0,000245	1,01	0,02	0,713804527
sp|Q96GG9|DCNL1_HUMAN	Q96GG9	DCUN1D1	259	5	2	10	6	2	7	17	15	5,49647E-05	2,04397E-05	0,000107834	6,51967E-05	2,31151E-05	6,49244E-05	0,000061	0,000051	0,84	-0,26	0,910273534
sp|Q9BTE7|DCNL5_HUMAN	Q9BTE7	DCUN1D5	237	2	4	6	3	13	15	12	31	2,40268E-05	4,46742E-05	7,07065E-05	3,56243E-05	0,000164195	0,000152038	0,000046	0,000117	2,52	1,34	0,234924274
sp|Q7Z4W1|DCXR_HUMAN	Q7Z4W1	DCXR	244	15	18	24	14	18	21	57	53	0,000175031	0,000195267	0,000274712	0,000161478	0,000220825	0,000206747	0,000215	0,000196	0,91	-0,13	0,6523598
sp|O94760|DDAH1_HUMAN	O94760	DDAH1	285	23	37	39	35	16	42	99	93	0,000229772	0,000343639	0,000382187	0,000345619	0,000168051	0,000354009	0,000319	0,000289	0,91	-0,14	0,681425915
sp|O95865|DDAH2_HUMAN	O95865	DDAH2	285	10	6	8	16	18	26	24	60	9,99007E-05	5,57252E-05	7,83974E-05	0,000157997	0,000189057	0,000219148	0,000078	0,000189	2,42	1,27	0,009632161
sp|Q16531|DDB1_HUMAN	Q16531	DDB1	1140	75	82	82	85	76	118	239	279	0,000187314	0,000190394	0,000200893	0,00020984	0,00019956	0,000248649	0,000193	0,000219	1,14	0,19	0,148825071
sp|Q92466|DDB2_HUMAN	Q92466	DDB2	427	6	3	6	3	4	6	15	13	4,00071E-05	1,85968E-05	3,92446E-05	1,97728E-05	2,80412E-05	3,37546E-05	0,000033	0,000027	0,83	-0,26	0,643832169
sp|P39656|OST48_HUMAN	P39656	DDOST	456	48	77	52	62	51	96	177	209	0,000299702	0,000446962	0,000318489	0,000382649	0,000334788	0,000505727	0,000355	0,000408	1,15	0,20	0,468025832
sp|Q96HY6|DDRGK_HUMAN	Q96HY6	DDRGK1	314	7	9	7	6	15	11	23	32	6,3472E-05	7,58679E-05	6,22623E-05	5,37769E-05	0,000142997	8,41536E-05	0,000067	0,000094	1,39	0,48	0,42584394
sp|P30046|DOPD_HUMAN	P30046	DDT	118	320	292	100	18	23	31	712	72	0,007721141	0,00655007	0,00236687	0,000429303	0,00058346	0,000631087	0,005546	0,000548	0,10	-3,34	0,004695448
sp|Q92499|DDX1_HUMAN	Q92499	DDX1	740	57	58	61	59	71	76	176	206	0,000219309	0,000207463	0,000230226	0,000224385	0,000287205	0,000246713	0,000219	0,000253	1,15	0,21	0,148815946
sp|Q92841|DDX17_HUMAN	Q92841	DDX17	729	31	29	28	28	46	36	88	110	0,000121073	0,000105297	0,000107272	0,000108095	0,000188884	0,000118627	0,000111	0,000139	1,25	0,32	0,344995169
sp|Q9NVP1|DDX18_HUMAN	Q9NVP1	DDX18	670	17	19	12	19	22	18	48	59	7,22416E-05	7,50627E-05	5,00222E-05	7,98092E-05	9,82908E-05	6,45368E-05	0,000066	0,000081	1,23	0,30	0,306171391
sp|Q9NUU7|DD19A_HUMAN	Q9NUU7	DDX19A	478	18	26	19	14	18	14	63	46	0,000107216	0,000143976	0,000111015	8,24279E-05	0,000112722	7,03574E-05	0,000121	0,000089	0,73	-0,45	0,126442981
sp|Q9UMR2|DD19B_HUMAN	Q9UMR2	DDX19B	479	23	13	18	20	14	18	54	52	0,000136712	7,18378E-05	0,000104953	0,000117508	8,74898E-05	9,02707E-05	0,000105	0,000098	0,94	-0,09	0,875104035
sp|Q9UHI6|DDX20_HUMAN	Q9UHI6	DDX20	824	7	10	16	9	7	12	33	28	2,41871E-05	3,21231E-05	5,42312E-05	3,0739E-05	2,54294E-05	3,49836E-05	0,000037	0,000030	0,82	-0,28	0,600765645
sp|Q9NR30|DDX21_HUMAN	Q9NR30	DDX21	783	38	35	23	19	23	26	96	68	0,000138177	0,000118318	8,20394E-05	6,82914E-05	8,79288E-05	7,97667E-05	0,000113	0,000079	0,70	-0,52	0,115443148
sp|Q9BUQ8|DDX23_HUMAN	Q9BUQ8	DDX23	820	2	10	6	11	17	13	18	41	6,94432E-06	3,22798E-05	2,04359E-05	3,77531E-05	6,20583E-05	3,80837E-05	0,000020	0,000046	2,31	1,21	0,110437255
sp|Q9GZR7|DDX24_HUMAN	Q9GZR7	DDX24	859	5	15	12	12	4	13	32	29	1,65726E-05	4,62214E-05	3,90162E-05	3,93153E-05	1,3939E-05	3,63547E-05	0,000034	0,000030	0,88	-0,18	0,783622847
sp|Q96GQ7|DDX27_HUMAN	Q96GQ7	DDX27	796	10	12	11	7	7	7	33	21	3,57685E-05	3,99037E-05	3,85955E-05	2,47491E-05	2,63239E-05	2,11249E-05	0,000038	0,000024	0,63	-0,66	0,003196392
sp|O00148|DX39A_HUMAN	O00148	DDX39A	427	65	35	41	33	79	39	141	151	0,00043341	0,000216963	0,000268171	0,0002175	0,000553815	0,000219405	0,000306	0,000330	1,08	0,11	0,968447045
sp|Q13838|DX39B_HUMAN	Q13838	DDX39B	428	88	98	70	57	125	74	256	256	0,0005854	0,000606076	0,000456784	0,000374805	0,000874241	0,000415334	0,000549	0,000555	1,01	0,01	0,846149632
sp|O00571|DDX3X_HUMAN	O00571	DDX3X	662	49	28	39	38	38	61	116	137	0,000210742	0,000111955	0,000164537	0,000161547	0,000171827	0,000221351	0,000162	0,000185	1,14	0,19	0,502130897
sp|Q86XP3|DDX42_HUMAN	Q86XP3	DDX42	938	32	28	30	25	42	31	90	98	9,71316E-05	7,90133E-05	8,93254E-05	7,50086E-05	0,000134033	7,93905E-05	0,000088	0,000096	1,09	0,12	0,806971147
sp|Q7L014|DDX46_HUMAN	Q7L014	DDX46	1031	22	22	24	13	21	23	68	57	6,07544E-05	5,64819E-05	6,50143E-05	3,54861E-05	6,09713E-05	5,35894E-05	0,000061	0,000050	0,82	-0,28	0,264382287
sp|Q9H0S4|DDX47_HUMAN	Q9H0S4	DDX47	455	14	9	9	9	3	14	32	26	8,76053E-05	5,23572E-05	5,52443E-05	5,56679E-05	1,97367E-05	7,3914E-05	0,000065	0,000050	0,76	-0,39	0,430787226
sp|P17844|DDX5_HUMAN	P17844	DDX5	614	17	21	19	36	43	29	57	108	7,88305E-05	9,05307E-05	8,64255E-05	0,000165009	0,000209636	0,000113459	0,000085	0,000163	1,91	0,93	0,028130438
sp|Q8N8A6|DDX51_HUMAN	Q8N8A6	DDX51	666	10	4	6	6	6	5	20	17	4,27503E-05	1,58976E-05	2,51613E-05	2,53543E-05	2,69676E-05	1,80346E-05	0,000028	0,000023	0,84	-0,25	0,744442887
sp|Q8TDD1|DDX54_HUMAN	Q8TDD1	DDX54	881	7	12	4	5	9	8	23	22	2,26222E-05	3,60538E-05	1,26806E-05	1,59723E-05	3,05796E-05	2,18134E-05	0,000024	0,000023	0,96	-0,06	0,979130977
sp|Q9NY93|DDX56_HUMAN	Q9NY93	DDX56	547	6	3	6	7	4	8	15	19	3,12304E-05	1,45171E-05	3,06352E-05	3,60151E-05	2,18896E-05	3,51328E-05	0,000025	0,000031	1,22	0,28	0,485563665
sp|P26196|DDX6_HUMAN	P26196	DDX6	483	28	31	54	36	51	65	113	152	0,000165053	0,000169887	0,00031225	0,000209763	0,000316074	0,000323278	0,000216	0,000283	1,31	0,39	0,300123123
sp|Q16698|DECR_HUMAN	Q16698	DECR1	335	17	17	19	12	22	21	53	55	0,000144483	0,000134323	0,000158404	0,000100812	0,000196582	0,000150586	0,000146	0,000149	1,02	0,04	0,962880675
sp|P35659|DEK_HUMAN	P35659	DEK	375	18	13	17	21	17	17	48	55	0,000136664	9,17608E-05	0,000126612	0,000157602	0,000135701	0,0001089	0,000118	0,000134	1,13	0,18	0,475998178
sp|Q5VZ89|DEN4C_HUMAN	Q5VZ89	DENND4C	1673	2	7	10	7	5	6	19	18	3,40367E-06	1,10751E-05	1,6694E-05	1,17754E-05	8,94621E-06	8,6152E-06	0,000010	0,000010	0,94	-0,09	0,814335535
sp|O43583|DENR_HUMAN	O43583	DENR	198	5	5	5	7	12	6	15	25	7,18983E-05	6,68421E-05	7,0528E-05	9,94963E-05	0,000181418	7,27941E-05	0,000070	0,000118	1,69	0,76	0,168248272
sp|Q9Y315|DEOC_HUMAN	Q9Y315	DERA	318	9	4	7	5	7	11	20	23	8,05803E-05	3,32949E-05	6,14791E-05	4,42504E-05	6,58925E-05	8,30951E-05	0,000058	0,000064	1,10	0,14	0,708987383
sp|O00273|DFFA_HUMAN	O00273	DFFA	331	8	14	15	6	10	7	37	23	6,88138E-05	0,000111955	0,000126567	5,10149E-05	9,04351E-05	5,08019E-05	0,000102	0,000064	0,63	-0,68	0,149776112
sp|O60443|DFNA5_HUMAN	O60443	DFNA5	496	8	7	7	10	5	7	22	22	4,59221E-05	3,73561E-05	3,9416E-05	5,67404E-05	3,01754E-05	3,39021E-05	0,000041	0,000040	0,98	-0,02	0,815017446
sp|Q15392|DHC24_HUMAN	Q15392	DHCR24	516	31	21	29	21	8	18	81	47	0,000171051	0,000107725	0,000156966	0,000114536	4,64093E-05	8,37978E-05	0,000145	0,000082	0,56	-0,83	0,106637025
sp|P00374|DYR_HUMAN	P00374	DHFR	187	8	5	7	5	6	7	20	18	0,000121804	7,0774E-05	0,000104547	7,52493E-05	9,6045E-05	8,99221E-05	0,000099	0,000087	0,88	-0,19	0,572008209
sp|P49366|DHYS_HUMAN	P49366	DHPS	369	2	2	6	11	11	9	10	31	1,54318E-05	1,43466E-05	4,54131E-05	8,38958E-05	8,92342E-05	5,85903E-05	0,000025	0,000077	3,08	1,62	0,033324789
sp|Q96LJ7|DHRS1_HUMAN	Q96LJ7	DHRS1	313	5	4	6	11	7	9	15	27	4,5482E-05	3,38268E-05	5,35382E-05	9,89059E-05	6,69451E-05	6,9073E-05	0,000044	0,000078	1,77	0,82	0,035836728
sp|Q6UWP2|DHR11_HUMAN	Q6UWP2	DHRS11	260	4	3	5	2	2	4	12	8	4,38026E-05	3,05417E-05	5,37098E-05	2,16486E-05	2,30262E-05	3,6957E-05	0,000043	0,000027	0,64	-0,65	0,12712041
sp|Q9Y394|DHRS7_HUMAN	Q9Y394	DHRS7	339	11	13	15	23	22	14	39	59	9,23861E-05	0,000101505	0,00012358	0,000190942	0,000194262	9,92061E-05	0,000106	0,000161	1,53	0,61	0,179783229
sp|Q6IAN0|DRS7B_HUMAN	Q6IAN0	DHRS7B	325	8	6	8	9	17	16	22	42	7,00842E-05	4,88667E-05	6,87485E-05	7,79351E-05	0,000156578	0,000118262	0,000063	0,000118	1,88	0,91	0,061213583
sp|Q96HY7|DHTK1_HUMAN	Q96HY7	DHTKD1	919	24	28	30	24	18	18	82	60	7,43548E-05	8,06469E-05	9,11722E-05	7,3497E-05	5,86303E-05	4,70508E-05	0,000082	0,000060	0,73	-0,46	0,080009522
sp|O43143|DHX15_HUMAN	O43143	DHX15	795	62	74	76	44	59	78	212	181	0,000222044	0,000246382	0,000266995	0,000155761	0,000222152	0,000235688	0,000245	0,000205	0,83	-0,26	0,237312865
sp|O60231|DHX16_HUMAN	O60231	DHX16	1041	6	5	12	14	3	9	23	26	1,64102E-05	1,27135E-05	3,21949E-05	3,78487E-05	8,62652E-06	2,07683E-05	0,000020	0,000022	1,10	0,13	0,995356032
sp|Q7Z478|DHX29_HUMAN	Q7Z478	DHX29	1369	17	16	16	17	10	14	49	41	3,53557E-05	3,09358E-05	3,26417E-05	3,49478E-05	2,18656E-05	2,4566E-05	0,000033	0,000027	0,82	-0,28	0,216652521
sp|Q7L2E3|DHX30_HUMAN	Q7L2E3	DHX30	1194	7	11	5	7	5	12	23	24	1,6692E-05	2,43856E-05	1,16956E-05	1,64994E-05	1,25352E-05	2,41428E-05	0,000018	0,000018	1,01	0,01	0,958144755
sp|Q9H2U1|DHX36_HUMAN	Q9H2U1	DHX36	1008	8	7	14	5	6	9	29	20	2,25966E-05	1,83816E-05	3,87904E-05	1,39599E-05	1,78179E-05	2,14482E-05	0,000027	0,000018	0,67	-0,58	0,222064819
sp|Q92620|PRP16_HUMAN	Q92620	DHX38	1227	6	3	2	5	13	2	11	20	1,39226E-05	6,47175E-06	4,55242E-06	1,14683E-05	3,17149E-05	3,91557E-06	0,000008	0,000016	1,89	0,92	0,579104603
sp|Q6P158|DHX57_HUMAN	Q6P158	DHX57	1386	16	10	17	8	16	16	43	40	3,28678E-05	1,90977E-05	3,42564E-05	1,62443E-05	3,45559E-05	2,77311E-05	0,000029	0,000026	0,91	-0,13	0,73157814
sp|Q08211|DHX9_HUMAN	Q08211	DHX9	1270	81	74	60	65	103	78	215	246	0,000181591	0,000154232	0,000131948	0,00014404	0,000242772	0,000147537	0,000156	0,000178	1,14	0,19	0,596258157
sp|Q9NR28|DBLOH_HUMAN	Q9NR28	DIABLO	239	4	13	13	14	5	14	30	33	4,76514E-05	0,000143976	0,000151915	0,000164856	6,26235E-05	0,000140715	0,000115	0,000123	1,07	0,10	0,829740937
sp|O60610|DIAP1_HUMAN	O60610	DIAPH1	1272	79	132	131	89	93	85	342	267	0,000176829	0,000274683	0,000287634	0,000196914	0,000218857	0,000160525	0,000246	0,000192	0,78	-0,36	0,2624693
sp|Q9NSV4|DIAP3_HUMAN	Q9NSV4	DIAPH3	1193	14	32	42	19	32	17	88	68	3,34119E-05	7,09994E-05	9,83253E-05	4,48216E-05	8,02924E-05	3,42309E-05	0,000068	0,000053	0,79	-0,35	0,628544647
sp|Q9UPY3|DICER_HUMAN	Q9UPY3	DICER1	1922	8	9	5	6	8	9	22	23	1,18509E-05	1,23946E-05	7,26563E-06	8,78561E-06	1,24595E-05	1,12486E-05	0,000011	0,000011	1,03	0,04	0,823332243
sp|Q9BTC0|DIDO1_HUMAN	Q9BTC0	DIDO1	2240	14	10	9	14	19	12	33	45	1,77948E-05	1,18167E-05	1,12215E-05	1,75895E-05	2,53905E-05	1,28689E-05	0,000014	0,000019	1,37	0,45	0,291821946
sp|Q9UNQ2|DIM1_HUMAN	Q9UNQ2	DIMT1	313	5	5	5	2	7	8	15	17	4,5482E-05	4,22835E-05	4,46151E-05	1,79829E-05	6,69451E-05	6,13982E-05	0,000044	0,000049	1,11	0,14	0,912542705
sp|Q9P265|DIP2B_HUMAN	Q9P265	DIP2B	1576	13	12	12	13	13	21	37	47	2,34855E-05	2,01544E-05	2,12658E-05	2,32146E-05	2,46918E-05	3,20091E-05	0,000022	0,000027	1,23	0,30	0,137901541
sp|Q9Y2L1|RRP44_HUMAN	Q9Y2L1	DIS3	958	22	36	30	26	22	22	88	70	6,53839E-05	9,94677E-05	8,74606E-05	7,63804E-05	6,8742E-05	5,51654E-05	0,000084	0,000067	0,79	-0,33	0,22471568
sp|Q8IYB7|DI3L2_HUMAN	Q8IYB7	DIS3L2	885	3	5	2	2	5	4	10	11	9,65143E-06	1,49545E-05	6,31165E-06	6,36005E-06	1,69119E-05	1,08574E-05	0,000010	0,000011	1,10	0,14	0,836821981
sp|P10515|ODP2_HUMAN	P10515	DLAT	647	15	11	17	11	13	15	43	39	6,60086E-05	4,50022E-05	7,3384E-05	4,78478E-05	6,01456E-05	5,56925E-05	0,000061	0,000055	0,89	-0,17	0,563557597
sp|P09622|DLDH_HUMAN	P09622	DLD	509	174	290	138	119	29	162	602	310	0,000973296	0,001508083	0,000757213	0,000657965	0,000170547	0,000764552	0,001080	0,000531	0,49	-1,02	0,174489365
sp|Q12959|DLG1_HUMAN	Q12959	DLG1	904	8	14	13	9	15	14	35	38	2,51962E-05	4,09925E-05	4,01635E-05	2,80187E-05	4,96693E-05	3,72023E-05	0,000035	0,000038	1,08	0,11	0,763487776
sp|Q92796|DLG3_HUMAN	Q92796	DLG3	817	3	5	5	4	4	4	13	12	1,04547E-05	1,61992E-05	1,70925E-05	1,37788E-05	1,46556E-05	1,17611E-05	0,000015	0,000013	0,92	-0,12	0,716048215
sp|P36957|ODO2_HUMAN	P36957	DLST	453	18	20	18	15	18	25	56	58	0,000113133	0,000116863	0,000110976	9,31895E-05	0,000118943	0,000132572	0,000114	0,000115	1,01	0,02	0,996378938
sp|P31689|DNJA1_HUMAN	P31689	DNAJA1	397	35	28	35	34	39	44	98	117	0,00025101	0,000186686	0,000246226	0,000241025	0,000294062	0,000266239	0,000228	0,000267	1,17	0,23	0,21552898
sp|O60884|DNJA2_HUMAN	O60884	DNAJA2	412	51	47	48	46	102	51	146	199	0,000352441	0,000301957	0,000325387	0,00031422	0,000741085	0,00029736	0,000327	0,000451	1,38	0,47	0,482876112
sp|Q96EY1|DNJA3_HUMAN	Q96EY1	DNAJA3	480	6	8	9	8	7	9	23	24	3,55896E-05	4,41158E-05	5,2367E-05	4,69054E-05	4,36538E-05	4,50413E-05	0,000044	0,000045	1,03	0,04	0,753141447
sp|P25685|DNJB1_HUMAN	P25685	DNAJB1	340	12	6	10	14	16	20	28	50	0,000100488	4,67108E-05	8,21443E-05	0,000115884	0,000140866	0,000141306	0,000076	0,000133	1,74	0,80	0,066734768
sp|Q9UBS4|DJB11_HUMAN	Q9UBS4	DNAJB11	358	14	16	25	12	24	12	55	48	0,000111342	0,000118299	0,000195035	9,43348E-05	0,000200675	8,05208E-05	0,000142	0,000125	0,88	-0,18	0,628992428
sp|P25686|DNJB2_HUMAN	P25686	DNAJB2	324	4	5	5	6	5	9	14	20	3,51503E-05	4,08479E-05	4,31004E-05	5,21171E-05	4,61945E-05	6,67279E-05	0,000040	0,000055	1,39	0,47	0,062692965
sp|Q8IXB1|DJC10_HUMAN	Q8IXB1	DNAJC10	793	13	13	14	12	22	22	40	56	4,66749E-05	4,33926E-05	4,93073E-05	4,25875E-05	8,30452E-05	6,66437E-05	0,000046	0,000064	1,38	0,46	0,225503393
sp|Q9NVH1|DJC11_HUMAN	Q9NVH1	DNAJC11	559	9	9	8	4	3	5	26	12	4,584E-05	4,26163E-05	3,997E-05	2,01383E-05	1,60648E-05	2,14866E-05	0,000043	0,000019	0,45	-1,15	0,001127246
sp|O75165|DJC13_HUMAN	O75165	DNAJC13	2243	32	37	40	29	23	27	109	79	4,06195E-05	4,36634E-05	4,98066E-05	3,63867E-05	3,06947E-05	2,89164E-05	0,000045	0,000032	0,72	-0,48	0,021183182
sp|Q99543|DNJC2_HUMAN	Q99543	DNAJC2	621	9	6	10	6	7	8	25	21	4,12633E-05	2,55744E-05	4,49744E-05	2,71915E-05	3,37421E-05	3,09463E-05	0,000037	0,000031	0,82	-0,28	0,41033246
sp|Q13217|DNJC3_HUMAN	Q13217	DNAJC3	504	20	41	50	33	58	42	111	133	0,000112983	0,000215327	0,000277074	0,000184271	0,000344479	0,000200184	0,000202	0,000243	1,20	0,27	0,558367777
sp|Q9H3Z4|DNJC5_HUMAN	Q9H3Z4	DNAJC5	198	5	9	6	12	9	12	20	33	7,18983E-05	0,000120316	8,46336E-05	0,000170565	0,000136064	0,000145588	0,000092	0,000151	1,63	0,71	0,037276422
sp|Q99615|DNJC7_HUMAN	Q99615	DNAJC7	494	7	8	5	6	20	6	20	32	4,03445E-05	4,28655E-05	2,82683E-05	3,41821E-05	0,00012119	2,91766E-05	0,000037	0,000062	1,66	0,73	0,554987757
sp|O75937|DNJC8_HUMAN	O75937	DNAJC8	253	10	10	11	6	17	6	31	29	0,000112536	0,000104622	0,000121431	6,67428E-05	0,000201138	5,69693E-05	0,000113	0,000108	0,96	-0,06	0,62887839
sp|Q8WXX5|DNJC9_HUMAN	Q8WXX5	DNAJC9	260	19	20	21	12	21	17	60	50	0,000208062	0,000203611	0,000225581	0,000129892	0,000241775	0,000157067	0,000212	0,000176	0,83	-0,27	0,302519655
sp|Q05193|DYN1_HUMAN	Q05193	DNM1	864	16	11	20	10	13	17	47	40	5,27254E-05	3,36995E-05	6,46506E-05	3,25732E-05	4,50396E-05	4,72656E-05	0,000050	0,000042	0,83	-0,27	0,496390149
sp|O00429|DNM1L_HUMAN	O00429	DNM1L	736	34	33	28	26	45	40	95	111	0,000131527	0,000118681	0,000106252	9,9419E-05	0,000183021	0,000130555	0,000119	0,000138	1,16	0,21	0,55664657
sp|P50570|DYN2_HUMAN	P50570	DNM2	870	32	30	29	28	42	38	91	108	0,000104724	9,1274E-05	9,30969E-05	9,05759E-05	0,000144509	0,000104924	0,000096	0,000113	1,18	0,23	0,373250737
sp|Q6XZF7|DNMBP_HUMAN	Q6XZF7	DNMBP	1577	27	15	16	8	9	10	58	27	4,87467E-05	2,5177E-05	2,83364E-05	1,42768E-05	1,70835E-05	1,52327E-05	0,000034	0,000016	0,46	-1,13	0,023824701
sp|P26358|DNMT1_HUMAN	P26358	DNMT1	1616	13	20	11	16	6	15	44	37	2,29042E-05	3,27592E-05	1,90111E-05	2,78646E-05	1,11141E-05	2,22977E-05	0,000025	0,000020	0,82	-0,29	0,491332555
sp|Q9ULA0|DNPEP_HUMAN	Q9ULA0	DNPEP	475	35	22	35	23	30	35	92	88	0,000209792	0,000122595	0,000205793	0,000136272	0,000189057	0,000177004	0,000179	0,000167	0,93	-0,10	0,81821508
sp|O43598|DNPH1_HUMAN	O43598	DNPH1	174	17	21	24	21	17	33	62	71	0,000278172	0,000319459	0,000385229	0,00033966	0,000292459	0,00045559	0,000328	0,000363	1,11	0,15	0,593784631
sp|Q9H7D0|DOCK5_HUMAN	Q9H7D0	DOCK5	1870	3	7	2	13	7	11	12	31	4,56765E-06	9,90835E-06	2,98707E-06	1,95648E-05	1,12053E-05	1,41306E-05	0,000006	0,000015	2,57	1,36	0,054019375
sp|Q96N67|DOCK7_HUMAN	Q96N67	DOCK7	2140	9	13	10	4	3	7	32	14	1,19741E-05	1,60796E-05	1,3051E-05	5,26042E-06	4,19636E-06	7,85768E-06	0,000014	0,000006	0,42	-1,25	0,011832599
sp|Q9BZ29|DOCK9_HUMAN	Q9BZ29	DOCK9	2069	30	13	19	16	17	27	62	60	4,12833E-05	1,66314E-05	2,56478E-05	2,17637E-05	2,45954E-05	3,13482E-05	0,000028	0,000026	0,93	-0,10	0,957501587
sp|Q9BU89|DOHH_HUMAN	Q9BU89	DOHH	302	12	12	14	8	12	11	38	31	0,000113133	0,000105177	0,000129473	7,45516E-05	0,000118943	8,74975E-05	0,000116	0,000094	0,81	-0,31	0,202053577
sp|Q86YN1|DOPP1_HUMAN	Q86YN1	DOLPP1	238	6	3	5	5	7	10	14	22	7,17774E-05	3,33649E-05	5,86745E-05	5,91244E-05	8,80413E-05	0,000100933	0,000055	0,000083	1,51	0,60	0,191266169
sp|Q92785|REQU_HUMAN	Q92785	DPF2	391	6	3	5	3	4	7	14	14	4,36906E-05	2,03091E-05	3,57149E-05	2,15933E-05	3,0623E-05	4,30062E-05	0,000033	0,000032	0,95	-0,07	0,911066203
sp|O60762|DPM1_HUMAN	O60762	DPM1	260	8	5	11	8	9	14	24	31	8,76053E-05	5,09028E-05	0,000118161	8,65945E-05	0,000103618	0,000129349	0,000086	0,000107	1,25	0,32	0,388664364
sp|Q9NY33|DPP3_HUMAN	Q9NY33	DPP3	737	32	34	29	34	35	50	95	119	0,000123622	0,000122111	0,000109897	0,000129833	0,000142156	0,000162972	0,000119	0,000145	1,22	0,29	0,059204907
sp|Q9UHL4|DPP2_HUMAN	Q9UHL4	DPP7	492	2	4	2	18	15	18	8	51	1,15739E-05	2,15199E-05	1,13533E-05	0,000102963	9,12623E-05	8,78855E-05	0,000015	0,000094	6,35	2,67	0,000925612
sp|Q86TI2|DPP9_HUMAN	Q86TI2	DPP9	863	14	18	17	37	25	29	49	91	4,61882E-05	5,52086E-05	5,50167E-05	0,00012066	8,6715E-05	8,0723E-05	0,000052	0,000096	1,84	0,88	0,012014483
sp|Q9C005|DPY30_HUMAN	Q9C005	DPY30	99	24	5	14	14	12	23	43	49	0,000690223	0,000133684	0,000394957	0,000397985	0,000362837	0,000558088	0,000406	0,000440	1,08	0,11	0,624306566
sp|Q16555|DPYL2_HUMAN	Q16555	DPYSL2	572	31	42	35	56	76	66	108	198	0,000154305	0,000194356	0,000170895	0,000275528	0,000397725	0,000277177	0,000173	0,000317	1,83	0,87	0,012828335
sp|Q9Y295|DRG1_HUMAN	Q9Y295	DRG1	367	28	25	26	24	22	26	79	72	0,000217223	0,00018031	0,000197863	0,000184043	0,000179441	0,000170183	0,000198	0,000178	0,90	-0,16	0,141140898
sp|Q14126|DSG2_HUMAN	Q14126	DSG2	1118	13	8	7	17	18	25	28	60	3,31066E-05	1,89406E-05	1,74869E-05	4,27938E-05	4,81943E-05	5,37165E-05	0,000023	0,000048	2,08	1,06	0,02177753
sp|P15924|DESP_HUMAN	P15924	DSP	2871	12	14	10	24	36	38	36	98	1,19004E-05	1,29074E-05	9,72799E-06	2,35262E-05	3,75348E-05	3,17951E-05	0,000012	0,000031	2,69	1,43	0,003671747
sp|Q03001|DYST_HUMAN	Q03001	DST	7570	19	15	15	54	63	73	49	190	7,14614E-06	5,24494E-06	5,53416E-06	2,00757E-05	2,49121E-05	2,31652E-05	0,000006	0,000023	3,80	1,93	0,000304749
sp|P60981|DEST_HUMAN	P60981	DSTN	165	103	73	86	76	66	75	262	217	0,001777325	0,001171073	0,001455697	0,001296294	0,001197361	0,001091911	0,001468	0,001195	0,81	-0,30	0,211338311
sp|Q9NZJ0|DTL_HUMAN	Q9NZJ0	DTL	730	3	2	6	2	5	3	11	10	1,17007E-05	7,25191E-06	2,29554E-05	7,71047E-06	2,05028E-05	9,87207E-06	0,000014	0,000013	0,91	-0,14	0,876170388
sp|P23919|KTHY_HUMAN	P23919	DTYMK	212	15	10	21	22	13	27	46	62	0,000201451	0,000124856	0,000276656	0,000292052	0,000183558	0,000305941	0,000201	0,000261	1,30	0,37	0,369641811
sp|Q96G46|DUS3L_HUMAN	Q96G46	DUS3L	650	6	3	5	4	5	7	14	16	2,62816E-05	1,22167E-05	2,14839E-05	1,73189E-05	2,30262E-05	2,58699E-05	0,000020	0,000022	1,10	0,14	0,630981688
